index,Search Term
9580,kmg4bi3
11442,Mo-Dy
15970,TDCS
21328,Sn
18298,чугун
17308,WO
19082,Dy3AlCoS7
7196,F Crystal Structure
14091,RbC60
11839,Na2Co3 K2Co3
21058,Zn-Bi
13422,phosphorus trichloride
2390,Ba Ce O Zr
16780,topaz
10969,MgCO3
0,-[-CH2─CH2─O-]-n
4216,clock recovery
19536,Mn-Si phase diagram
15404,SrFe12O19 Amorphous
9408,k3bii6
14378,RuI3
885,4-chloro-3-nitrotoluene
10673,Measuring of dispersion of individuals and analysis of the distributional patterns
17538,Yb2Ir3Ge5
2174,Astatine alloys
12304,Nd2Mn2O
13344,phase diagram Ga-Pd
1119,accountant
20493,Fe-Cr
3772,Ce-Co-Ge
19397,La2O3
6267,"D. Jones, H.A. Anderson, J.D. Russell, A.R. Fraser,"
16662,tl3prbr6
4064,CeRu3Si2
3836,Ce2O2S crystal
19851,PVDF
1365,air cleaner purification engine
15444,SrPrInO4
15158,SnSb2S4
9612,kr
19618,Na5(B2P3O13)
642,"2,3,4,5-tetramethyl-hexane"
4277,Co-Er Binary Phase Diagram
9743,La2(MoO4)3
19649,Nb3VS6
12594,ni3b
4598,consolidated calcium carbonate (calcit)
10132,Li1.2Ti0.35Ni0.35Nb0.1O1.8F0.2
21355,GaN
9244,IrBi3
7802,fibrin surface modification
17838,Zn5(OH)8(C12H26O4S)2
21000,NiFe2O4
19365,kr
8159,gdc
6904,Er2O3
7365,Fe-Ge
10443,LiVS2
1884,AlFe2 Crystal Structure
20002,Ta S
12932,Optical characterization of semiconductor defects
3196,C12H26
17377,x153
6628,Dy3CoGaSe7
19972,Sr2V2O7
15780,TaFe2
18170,α-Fe
13403,Philips Healthcare Compositional Diversity Case
3506,Calcium fluoride compression
7058,ethylene-water vapor liquid equilibrium
5835,Cu-Co
18124,ZrO2-La2O3
16886,tumchaite
2435,Ba2MgOsO6
4488,CoMn2S4
17950,Zr Ti C ternary phase diagram
14514,SbF3
1741,Al2O3 CaS
12237,NBSC crystal structure
19127,Fe Co
17126,vielfalt des fachjournalismus
19009,Cu-Al-Mn phase diagrams
1409,al cu
14506,Sb3Zn5 crystal structure
16817,trans-syn-cis-perhydrophenanthrene
10315,LiH thermal
19086,Er-In
13941,Pyrrolidine
15686,Ta Crystal Structure
16729,TmAg2
168,(Zn4(OH)6（SO4)(H2O)5
20246,ZrPd2Ge
1915,"Almenningen, A., Andersen, B., Astrup, E.E.: Acta Chem. Scand. 24 (1970) 1579."
6764,ELECTROCHEMICAL ENERGY REVIEW
15486,SrTiO3
8362,glycidyl methacrylate
17402,Y
9183,Interval arithmetic techniques for the design of controllers for nonlinear dynamical systems with applications in mechatronics.
3383,Ca3(PO4)2
3703,Cd6P7
12453,Ni Y
20649,NaCl
16920,"U-Bent Fiber Optic Plasmonic Sensors: Fundamentals, Applications, Challenges, and Future Directions"
11958,NaCL
9820,La5Si3
5960,Cu2FeSnS4
18519,Al-Li-Eu
5240,Cr-In binary phase
8428,graphite conductivity
16409,Ti3C2
3594,carbon flakes
1185,Advanced Composites and Hybrid Materials
5145,Coronary Artery Disease and The Evolution of Angioplasty Device
5827,Cu-Be
11479,Mo-W phase
19501,Mg2Ge crystal structure
8153,GdAl2Si2
6296,DBDPE
3472,cadmium Telluride
1268,ag3pdbr6
8384,gols
8088,Gd-Ga-Al
20423,consolidated tantalum
13588,pomegranate
17726,ZIF-62
21130,MgAl2O4
15706,Ta Si
437,127564-92-5
5011,consolidated titanium nickel (3:4) intermetallic compound
7815,fireproof coating
6710,ecommerce
7392,Fe-Ni
8813,Ho-Ni Binary Phase Diagram
2190,At-Mo
7706,FePd3
9967,LaOFEAS
20330,BaAs
15737,Ta2B crystal structure
17925,ZNZR2
11078,Mn
16429,Ti3Si0.75Al0.25C2
14470,Sb-Cu
6412,dibutyl disulfide
9058,In9Se11 crystal structure
18521,Al-Mg binary phase diagram
7240,Fe (HT1)
12814,NMzr
11914,Na4 Al3 Si3 o12 Cl
13172,PbZrO
4110,CF T700
8573,Heavy waters Infrared
6850,Enthalpy of formation
10133,Li1.2Ti0.35Ni0.35Nb0.1O2
17102,Vapor Pressure of Chemicals · Vapor Pressure and Antoine Constants for Oxygen Containing Organic Compounds
13766,PrSn crystal structure
5829,Cu-C
5507,Cs2CuCl3
2571,barite
9223,Ir-Mo
5200,Cr Nb
6385,diamond
284,1-nitro-propane
4647,consolidated cobalt
4730,consolidated gold
1198,afm
12893,octahydro-pentalene
12779,NiTb
7025,Ethyl acetate
20903,Cr-Te Binary Phase Diagram
8630,hexanamide
10180,Li2SrSO4
13593,port crane
18028,Zr3Ga2
15076,Sn-Bi binary phase diagram
3021,BO3N
10155,Li2Mg3TiO6
8075,Gd-Al-In
12206,NbFeSb structure
6097,cufe2o4
19564,MnTe
7096,Eu2Ge2As4
8576,Heavy waterspectra
10316,LiHc2o4
4683,consolidated cubic silicon carbide
13441,Physics of Particle Nuclei
14983,Sm3Ru7
20994,Ni-Zr
13681,PrCr10N11
16005,Tell
8068,Gd
18060,ZrCl phase diagram
12017,NaNiMnO2
20367,Ce-Sn
14191,reflection coefficient
3687,Cd vapor pressure
2401,Ba-Nb-O
11069,MIM
18694,Ca2Al2SiO7 · 8H2O
12139,Nb-Zr
17982,Zr-O crystal structure
13935,"Pyrimidine-4,5-diamine"
6600,Dy
12228,NbS2
2735,beta tantalum
18117,ZrO2 pressure phase diagram
13756,protocolo de investigacion
10143,Li2BPO5
44,“gambling” AND “machine learning”
12795,nitrogen hydrate
20521,GaP
5524,Cs2Ni3S4
6254,"Cyclopropane-1,1-dicarboxylic acid"
9973,laponite
9166,InSnO3
17815,"Zn(Se,S)-(Al,In)P"
18174,α-MnO2
15441,SrO
8331,GeSe2
2423,Ba2CaB6O12
11540,MoBr3
20783,V-As
19631,NaMo4O6
7600,Fe5Si3
2416,Ba1.31Sr3.69(BO3)3Cl
13803,Pt-Cr-O
17342,WS2 crystal structure
2446,Ba3Ir4Sn13
3158,C-S-H
16015,temperature estimation with ultrasound imaging
18009,Zr2C
12073,NaYCl6
9112,InGaAs refraction
1326,AgInSe2 structure
16929,U2N3
13687,Predictions and mechanism analyses of the fatigue strength of steel based on machine learning
19860,RbScO2
8405,graphene
200,0cr16ni5mo
9118,InGaP2 crystal structure
20053,Ti-Sb
14434,safety barriers in the industrial stations
4529,consolidated aluminum gold (1:2) intermetallic compound
7790,FeUO4
2306,Azidosilane
13547,polyethylene oxide
5505,Cs2CO3
13521,poly lactic acid
10466,low power methodology
10494,Lu-Ru-Ga
7610,Fe7Ta6
11494,Mo2C MXene
9375,K2MgF4
18583,Au diffraction
4987,consolidated terbium aluminate
778,3-isopropyl 2-hexene
14055,rb3prbr6
5630,csCaF3
9300,isonicotinic acid ethyl ester
17771,Zn Na
1125,acetaldehyde
8004,gallium nitride electron concentration
12787,nitric oxide
2251,au-w
2755,Bi B
2578,BaRu2As2
11834,Na2Co2TeO6
17458,Y2NI3
4137,charge induced disorder
16635,TL Bi Br
15701,Ta Ni phase diagram
6526,Direct Microalloying of Steel with Cerium
3117,c
20928,GdCo5
9932,Landolt-Bornstein New Series IV/5 Fe W
10383,LiNiO2
1654,Al-ZnO
20431,consolidated yttrium barium copper oxide (y123)
16435,TI3ZN22
7061,Ethynethiol
12768,NIS2
19813,Polyethylenimine
18191,α‘’-Ti
13476,Pm-C
9457,k3sbcl6
20845,c
1434,Al Li phase
17673,YPd2 B2 C
2723,benzyl benzoate
4781,consolidated iron(ii) oxide
13921,purification from petroleum products
10194,Li3BP2O8
957,4h-tas2
7364,Fe-Ge
6035,Cu5FeS4
16587,TiSb
19495,Mg Zn Bi
9042,In2STe
5659,CSe2
4912,consolidated potassium tantalum oxide
10016,laves phase
20198,YTiO
5973,Cu2O
17809,Zn(OH)2·ZnSO4
1216,Ag lactic acid
13481,PMI
16288,Ti-C
4946,consolidated silver(i) oxide
16488,TiC modulus
6627,Dy3BeCrS7
10221,Li3Sb
18286,сг-фд-тш
16564,TiO2 rutile
9810,La4Cu3MoO12
15035,SmSi
10828,Mg-Gd-Y phase diagram
4674,consolidated copper-aluminum system
10995,MgMn6Sn6
19937,SiO2 structure
3660,CaTiO3 SrTiO3 phase diagram
16400,ti3al
19998,Succinimide
6747,elastic moduli Ta
8703,HfB2 crystal structure
10891,mg2fe2o4
3485,CaFe2P)2
1191,advances in the electrocatalytic hydrogen reaction by metal nanoclusters-based materials
13381,Phase prototype: CeAl2Ga2
10106,Li-Sb
16724,Tm2Co17 transitions
8273,Ge3V5 enthalpy of formation
214,1-azido-hexane
2718,"Benzoyl chloride, 4,4'-oxybis-"
10245,Li9Ag4
9454,K3Sb2Au3
19451,LIC6
8956,Hypoiodous acid
13014,p\s
21360,Ni
11768,N2O3P12
18131,ZrPd2In
16698,TlIO3
1259,ag3gdbr6
18913,consolidated titanium
5243,Cr-Mo-B phase diagram
859,3D structure
6440,diethyl-methyl-amine
14339,ru-ta
12098,Nb Zr Si B
11749,"N,N-Diethyl-1-butanamine"
2563,BaP2O6
14843,Silicon debye temperature
9033,In2O3 JCPDS
19194,FeS2 structure
5816,Cu-Ar phase diagram
19241,GdFe2
20110,Tungsten selenide
1454,Al thermal expans
15620,sulpur
3441,CaC2
7042,ethyl pentanoate
11076,mixing ethanol and acetone
707,2D MoS2
9149,InSb CMP
10130,Li1.2Mo0.467Cr0.3O2
20586,LaP2
3619,CaRuO3
761,3-ethyl-4-methyloctane
10578,MA4PbI6
13753,PrOs4Sb12
3022,Body-centered cubic Ta
11322,MnIn2Se4
12717,nii2
7892,fumaric acid diethyl ester
19497,Mg-Gd diagram
10336,LiMn2O4 Fd3m
8833,Ho3Ge4
12583,Ni2Y
246,1-cyclohexyl-ethanone
14170,Re-Sn
14314,rocksalt SnS
8344,ggdpi
8919,Human media interaction
18038,zr5si3
12339,NdAlSi
15435,SrNbTiO
39,"""telecommunication"""
8715,HfGeTe4
1299,Agbise2
5347,Cr3Si
13997,Rb-Tb-F
460,194
15786,TaIrTe4
15965,TC4 Crystal Structure
4651,consolidated cobalt disulfide
13412,phosphoric acid diethyl ester
9609,KP2
2669,Be12Mo
12708,NiFe LDH
14034,rb3gdi6
11841,Na2Cr2O7
15954,TbSb2
1790,al3BC3
11071,MIMO LEO
2750,Bi
8137,Gd3Li3Te2O12
2094,Ar crystal structure
7519,Fe2S3 crystal
16741,Tmcu
7106,eu3in2p4
12116,Nb-P
4441,cobalt faraday effect
12996,P Ta
826,304 stainless steel
10656,math
18321,ㅖ폐
13778,PSi molecule
20212,Zn Y
20931,GeBi4Te7
7391,fe-ni
2794,Bi-Ni phase
14531,Sc-Co-Si
20775,TiNi-01
16256,Ti Ni Mo
10813,Mg-Cd
19110,ethylcyclopentane
15253,sphalerite
20043,Ti N phase diagram
1161,acoso laboral en méxico
9146,InS
18620,BaO-Ta2O5
1187,advanced planning
6281,damping polycarbonat
15981,Te crystal
6068,Cube and Goss Texture
16942,UCl4 crystal structure
13960,quaternary
3623,CaS
13780,Psicoanálisis
11231,Mn3Ga
9521,kcaBr3
4375,Co2MnAl thermal
2138,As-Fe-Sr
14098,rbcdi3
11761,"N,N'-methanetetraylbis benzenamine"
6297,dc52d
9718,La-ZrO2
12698,NiCrMoNb
19534,Mn-Se phase diagram
18783,CH3NH3PbBr3 Crystal Structure
3838,Ce2O2S structure
205,1-(2-Aminoethyl) piperazine
6997,ethane isotherm
20524,Gd-Co
10567,m-xylene
11784,Na metal
2683,benceni
14457,Sb B
4827,consolidated magnesium
13192,Pd-Au-Co
9855,LaCo2
10142,Li2B4O7
3269,C5H12
12664,NiCe
15362,SrAs melting point
16959,UN2 crystal structure
18101,Zro2
11146,Mn-MIL-100
9175,intellectual property and health
11011,MGO CIF
11729,N-nitrosodiphenylamine
5940,Cu(OH)2
8349,"Gilmour, C.C., et al., 2011. Sulfate-reducing bacterium Desulfovibrio desulfuricans ND132 as a model for understanding bacterial mercury methylation. Appl. Environ. Microbiol. 77, 3938–3951."
1554,al-li phase diagram
11943,NaBi
5074,consolidated zirconium diiron
19279,hex-3-enoic acid
9114,InGaAs refractive index
1918,AlMg2.5
298,1-propoxycyclopentene
9127,InN lattice constant
14285,Rhodonite
9561,khgBr3
16097,Th2O7
776,3-hydroxypropanenitrile
15546,"Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures, Supplement to IV/6"
5226,Cr-Ce-Ni-Al
18852,consolidated ferrous selenide
17179,W
6306,decision support system
19382,La-P
19887,salt
6307,Deconstructing the “power and control motive”: Moving beyond a unidimensional view of power in domestic violence theory
4571,consolidated barium orthoferrite
7699,FeO4
17089,Vacuum Hot Rolling Preparation of a Stainless Steel Clad Plate and Its Numerical Simulation
7314,Fe Zn Bi
17222,W. P Parks.
629,"2,3-dimethyl-1,3-butadiene"
12096,Nb Zr Si
20088,TiVNbMoAlC3
16592,TiSSe crystal structure
2210,Au Bi phase diagram
16359,ti(al1-x)3
12859,O-Ni-Al
11602,mono(2-hydroxyethyl) terephthalate
11764,n2
10640,martensite bct stucture
19249,Ge-La
9449,k3pri6
3770,Ce-Co-Bi
3839,Ce2o3
3007,black pha
13046,"Parathyroid Hormone, Calcium, and Sodium Bridging Between Osteoporosis and Hypertension in Postmenopausal Korean Women"
6447,different type of welding
8518,H3IrO3
3940,CeCo3Ga2
13462,plastic
12272,Nd-Al
15482,srTiO3
12115,nb-o-cl
8453,GSK3
9001,In
7806,Filter
19591,N-Methyl-2-phenyl-acetamide
10643,Material
18869,consolidated iron zinc oxide
18980,Cs-V-Sb
1233,Ag-Cu-Si
15230,solubility oxide
1469,al-10si-6cu
6584,DS
19390,La0.9Sr0.1Ga0.8Mg0.2O3
13024,P4 crystal structure
18885,"consolidated manganese(ii,iii) oxide (hausmannite)"
11236,Mn3Ge crystal structure
18325,三叶木通
6477,dilueur de sperme
10342,LiMnNi
13002,p-iodobenzoic acid
5077,consolidated zirconium monoxide
19067,Dielectric constant of Succinonitrile
17226,W2C crystal structure
20240,ZrC
8045,GaP
21324,In2Se3
11619,MORIYA r
356,"1,3-dioxolane"
6197,cusn8
10077,Li-Ag
11019,MgP4O11
2574,Barium oxide
6714,EDC/NHS
9985,LaS
14428,saccharin sodium
13152,PbSb4Te4
3417,Ca₆Al₇O₁₆
11316,MnGeTe
15768,TaAl3
10267,LiBr
2432,Ba2LaV3O11
20636,Mo3S4
14658,self-diffusion dodecane
14293,rights and permissions
4817,consolidated lithium niobate
19571,Mo2B
16439,ti4aual11
5408,Cro2
138,(TaSe4)2I Crystal Structure
5194,Cr B2O3
18599,b4c
5242,Cr-Mn
6507,DIN EN ISO 9000
10140,Li2 Rh O4
19828,PrGe
17578,YBCO
14402,rutile TiO2
13442,physics of solid surfaces
8653,Hf W O
17436,Y-Te
9551,kfebr3
10797,Mg- H phase diagram
11017,MgO-CaO-SiO2
3670,CaYGaO
17587,YbH3
15458,SrRuo3 STRUCTURE
11131,Mn-C
12797,Nitromethane
1768,"Al2O3, SiO2"
20459,cu
15758,ta3sn
18209,β-Mg2Si Crystal Structure
12990,P (white)
1142,Acetone-Water Enthalpy of Mixing
20553,I
9897,LaH10
20290,al
19289,HfB2
3475,Cadmium Telluride in zincblende structure
10430,lithography
17905,ZnS luttinger parameteres
15143,SnO2
11488,Mo2B
11458,Mo-Ni-Cr
909,4-Hydroxy-3-methoxycinnamaldehyde
5716,cssrCl3
10321,LiLuF4
6813,"Encyclopedia of Smart Materials, 2 Volume Set"
18891,consolidated molybdenum nitride
9885,LaFe9Si4 Crystal Structure
14255,Rh-F phase diagram
8485,H0.9MoO3
18625,BaTeSe3
7070,Eu Bi
9747,la2Co17
2818,bi2223
11810,Na-sn
13194,Pd-Co
19362,Kirchmayr，Burzo
14477,Sb-Tb
12616,NI3SN4
18025,Zr3Bi2
18440,"2,6-Dibenzylidene-4-methyl-cyclohexanone"
212,1-Adamantyl-carboxamide
17338,WS2 2M
11569,MOF-5
13479,PM2000
9138,InP optical
18588,AuCu3
2175,asterification mixed diesters
18676,butyl-cyclohexane
8032,GaN hole mobility
13882,PtSn2 crystal structure
17001,UZr crystal structure
15241,space group 111
10207,Li3Lu3Te2O12
21277,consolidated manganese
2879,BiCoZr
9432,k3ini6
19173,Fe3GeTe2 crystal structure
4445,Cobalt hydride
4931,consolidated selenium
12642,NiAl
7092,Eu-Si
16092,Text Feature Extraction and Selection Based on Attention Mechanism
11018,MgO-ZrO2
6852,Enthalpy of solution NaOH
5415,Crofer 22 APU thermal expansion
12962,Os-Si
9542,KCuF3 crystal structure
13113,PbBr3
11047,microcline
3551,caO band gap
15473,SrTe Crystal Structure
2154,As2O3 claudetite
3376,Ca2Y8(SiO4)6O2
6585,dsc steel
6723,effective mass
4661,consolidated cobalt(ii) oxide
2359,B-W-Si
4412,Co3SI
17446,Y(OH)3
14361,Ru3Sn7
1107,Abm2 Iron dioxide
10908,Mg2TeO4
466,1H-TaSe2
3028,Bond angle between pbr3o
18761,CeAl2
7123,EuAuBi phase diagram
4497,composite and epoxy and MD simulation
7647,FeGa2Se4
18600,Ba
10586,machine learning algorithms
12163,Nb3I8
8991,Impact of landfill leachate contamination on surface and groundwater of Bangladesh: a systematic review and possible public health risks assessment
6772,electron affinity temperature dependence silicon
19146,Fe-Pb
7344,Fe-Cr-B
8499,h2o-nh3
9206,iodine - lead
15733,Ta0.5Hf0.5C
13540,polyethylene
16120,The effect of education on the cultural beliefs of lactating women
4767,consolidated iron disilicide
15616,sulfuryl chloride
20717,sm2fe17 carbide
17435,Y-Ta
2554,BaNi2As2
21271,BN
19728,NiTe2 single crystal
13360,Phase diagram Ru-Zr
17613,YbZnSb2
11247,Mn3O4
20976,MoS2
359,"1,3,3-Trimethyl-bicyclo[2.2.1]heptan-2-one"
1705,"Al2(MoO4)3, bandgap"
17182,W crystal structure
2388,Ba AL
17869,zno
10479,LSMO
7780,FeSn
15,"""Chinese ethnical translation"""
10657,Matter and methods at low temp
7562,Fe3GeTe2
20918,fe
6472,dihydrate CH3NH3PbI3
5448,crystal structure
18660,binary phase diagram Fe C
13265,Penis enlargement
7529,fe304
20624,Mn2Sn
8618,hexagonal bn
7812,finanzmathematik mit excel von Klaus Renger
10804,Mg-Al
15484,SrTio3
5199,cr mo c
13474,Pm
7158,EuPdGe
14066,rb3tbbr6
20742,t-ZrO2
13206,Pd-Sn
8473,H-La
19056,cyclopentane
18173,α-FeOOH
13847,Pt5Se4
3201,C15h12o1
19269,H2O Relative permittivity
3529,campbell biologie
20309,Al3Ti
2030,ammonium thiocyanate
3145,C-Fe phase diagram
6550,DLC
12459,Ni-Al
19724,NiO crystal structure
4871,consolidated neodymium manganese oxide
16805,trans-2-chloro-pent2-ene
791,3-methyl-thiophene
10078,Li-Bi
7904,furnace
19257,Germanium
3228,C2BrF5
5734,CsVSb5
9891,LaFeSi
20055,Ti-Se phase diagram
4486,communication interne
9525,Kcl
3152,c-mo-si
78,(E)-1-Chloro-2-hexene
19255,Ge3N4
4649,consolidated cobalt dichloride
1817,AL3ZR2
14608,sd_1712531
1556,Al-Mg Binary Phase
10959,MgCl2
21194,Fe3GaTe2
16162,thermal conductivity MoS2
8431,graphite density
16661,Tl3NbS4
13758,prototype CeAl2Ga2
5044,consolidated uranium dioxide
19354,kaolinite
858,3d printed polymer composites
11418,Mo Ni B
12843,nusselt number
16447,Ti5Si3
14198,Refractive index >2
13078,Pb-Sn binary phase diagram
10996,MgMnSb2
17606,YbPdCu4
10339,LiMn2PO6
20280,ag
14705,Si C
7957,Ga2Zr crystal structure
7446,Fe-W phase diagram
12883,ocean corrosion
20738,srtio3
3941,CeCo5
17042,V-Ta
14914,SiP2
16809,"trans-4,5-dichloro-6,6, dimethylhept-4-en-2-one"
16378,Ti2AlNb
14824,silica glass
11031,MgZn
20545,hBN
5782,Cu S Te
1335,AgNbO3
5908,Cu-Sn phase
15314,SR2iRO4
12874,"O. Madelung, U. Rössler, and M. Schulz, editors. Gallium arsenide (GaAs) dielectric constants, pages 1–11. Springer Berlin Heidelberg, Berlin, Heidelberg, 2001."
5948,Cu11In9
2768,Bi Si Te
14948,sm-co phase diagram
18501,Al Fe Mn Gd
16688,tlfeBr3
5510,cs2Ge3MnS8
1005,6h sic
14522,Sc
1897,AlI3*6H2O
15545,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures
4743,consolidated indium
3968,célula
9945,LaNi5 phase
16745,TmFeO3 crystal structure
18823,consolidated aluminum
1858,AlCeSi
18281,С
15933,Tbh
21024,SrFe12O19
3768,Ce-C-Mn
3810,Ce-Zn phase diagram
17448,Y2(OH)5No3
14969,sm2fe17 crystal structure
17645,yield strength
15973,TdO2
21033,Ti-Ni
19384,La-Si
13074,Pb-S-Zr Phase System Bibliography Report
21302,"endo-Norbornene-cis-5,6-dicarboxylic acid"
19102,ethanol
14231,ReS2
2207,Au Ag
15160,SnSe binary phase diagram
2187,At-Ca
19574,Mo5SiB2
4045,CeRu2
12562,Ni2In
11041,micro-LED
7833,fluoriide
17939,Zr Mo phase diagram
8907,https://doi.org/10.1007/s00253-023-12389-4
13926,PVC MODUlus
7165,EuSbSe3
21353,Ag2S
5893,CU-S
1263,ag3inF6
634,"2,3-dimethyl-pentane"
1920,AlMnSi
1866,AlCoCrFe
19023,Cu2Mg
9409,k3cebr6
14067,rb3tbf6
13600,potassium
1037,872-50-4
5979,Cu2OSeO3 mon
6706,ecc Victor C Li
13131,PbMoS
17177,w
9532,KcrCl3
18094,ZrNi2Sn
18029,Zr3Ga5
6262,"cyclotrisilazane, 2,2,4,4,6,6-hexamethyl-"
19641,NaYF4
12817,NO
18065,ZrCo2
12197,NbFe2
2176,ASTM
14223,reo3
7286,Fe Mn Ga
14791,sic 4h
17283,website
12694,nicosi
12528,Ni-si
531,2-hydroxy-benzoic acid
10909,Mg2TiO4
9103,Infinite solid solution
4895,consolidated niobium mononitride
913,4-methoxyaniline
8432,graphite elastic modulus
10774,Mg Fe
4994,consolidated titanium
12515,Ni-Mo-Te
4875,consolidated nickel
12247,NbSe2Cl2
19543,Mn3Ge tetragonal
5806,cu-AL
7624,FeAu
16597,titanium
5140,copper(ii) oxide (tenorite) lattice constant
20202,YVO4
13195,Pd-Co
8959,HZO
17020,V-Co
16006,tellurene
13636,Pr2Co2Al
5755,Cu crystal structure
10118,Li-Yb-O
2742,béton recyclé
11415,Mo Nb
1475,al-c-asi
11351,MnP and BP
11997,namgf3 crystal structure
16065,tetragonal Mn3Ge
20256,α-FeOOH
7394,Fe-Ni Binary Phase Diagram 0-100 at.% Zr
3652,cast aluminium
841,316stainless steel
17168,VSSe
18079,ZrGa
6940,ErMnO3
3960,Ceftiofur Sodium
5338,Cr3Ir
17412,Y-Bi
21072,Biphenyl-4-carbonyl chloride
8353,glicerolo
11118,Mn Zr
17523,Yb-co
7945,Ga-Zn
1431,Al La
7765,fese2
14192,Refractive
20729,srcoo3 structure
9621,KTN
17245,water
19698,Ni-Si
15665,t-butanol
12467,Ni-Al-Cr
19784,perovskite
20731,SrCoO3 structure
14837,silicon carbide
8341,GeTe energy gap
19703,Ni-Sn phase diagram
15754,Ta₃Bi₇O₁₈
17535,Yb0.2Zr0.8O1.9
18718,CaO-Al2O3 phase diagram
15312,Sr2IrO4
4246,Co Fe
20259,β titanium alloy
7539,fe3bo6
20370,CeO2
11486,Mo2(NMe2)6
12868,O-Ti binary phase diagram
3192,C12H12O4
19612,Na3Bi
21320,Fe-Sb
5191,Cr Al C
9592,KMnF3
15751,TA32
2542,band gap I2O5
7997,Galium arsenide
5096,contact angle
4516,Conference on Frontiers in Cyber Security
13502,Polar Mesosphere
2303,AZ
14303,Rob
5073,consolidated zirconium carbide
8285,GeAs2Te4
15723,Ta-Sb phase diagram
4325,co-ta
6268,"D. Xiao, K. W. Kim, G. Lazzi and J. M. Zavada, J. Appl. Phys., 2006, 99, 113106."
13782,Psicofarmacología
20506,FeNi3 Crystal Structure
337,"1,2-diethoxyethane"
9055,In5Se7 crystal structure
6700,e.g. 'Zr-O'
8272,Ge3V5
13387,phd
1821,Al4Mn
20300,Al-Ni phase diagram
7976,GaAs phase diagram
1976,AlS
777,3-isopropyl
6461,diffusion iron phospouros
12721,NiIn
14839,silicon carbide crystallography
3641,CASN3
456,17348-59-3
10463,"Looking back is better than looking forward: visualization, temporal frames, and new product evaluation in China"
18409,"1,3,5-triazine"
13698,PrGa
16309,ti-n
6963,es:Ba-Ce-O-Z
1744,Al2O3 crystal
19600,Na-Mn-Ni-O
5598,Cs3Sb2Cl9
13060,Pb I2
16666,tl3rhr6
8553,HdCdTe
15659,Systems and Software Variability Management
1840,al8mn4ce
15544,State-of-the-art Architectures and Technologies of High-Efficiency Solar Cells Based on III–V Heterostructures for Space and Terrestrial Applications
20689,Pd-Ge phase diagram
4475,CoKF3 crystal structure
842,33125-97-2
10297,LiFe6Ge6
557,2-methyl-acrylic acid
16321,Ti-Ni01
18745,CdTe bandgap
12615,Ni3Sn4
18344,晶体结构
7141,EuFeAsF
6912,Er3GaNiS7
11543,MoC
16156,Thermal Atomic Layer Etching of Aluminum Oxide
9988,LaSeNbSe2
14487,Sb-Zn-Sn
10556,LuTe2
5504,Cs2BX4
6514,diphenyl sulfone
9240,Ir3ScC
20746,Ta Ge
17170,VTe
17070,V3Rh
18605,Ba(Zn1/3Ta2/3)O3
9866,LaCoO3 crystal structure
3077,BST
14228,ReS
15980,Te B
19193,FeRh
9962,LaoBr
20648,Na3Zr2Si2PO12
6252,cyclopentanecarboxylic acid dodecyl ester
13121,PbCuSbSe3
5472,Crystal structure Ti
12952,orthoclase
9071,InC
1482,Al-Ca-Zn crystal structure
12596,Ni3Co
16567,"TiO2, Rutile"
7489,fe2b
2410,Ba-Zn phase diagram
9320,job
6901,Er2Ge3
5465,crystal structure of TbCu7
18104,ZrO2
19787,phase
4075,CeRuGe2
19716,Ni3In2S2
5105,CoO cif
10970,MgCr2O4
15341,Sr3PbO
4183,cif
1012,7-[bis(carboxymethyl)amino]coumarin-4- yl
7448,Fe-w-si
1093,"A.Guesmia, Existence globale et stabilisation interne non lin´eaire d’un syst`eme de Petrovsky, Bell. Belg. Math. Soc. 5 (1998), 583–594."
19816,polystyrene
20306,Al2O3 Crystal Structure
15478,SrTiBiO
16204,thionyl chloride fluoride
14432,SAEFETY IN THE LABORATORIES
9305,isopropylbenzene
10487,Lu-co
15322,Sr2LuTaO6
2955,Bis hydroxy BENZYLIDENE cyclohexanone
13853,"PtAu,thermal"
5545,cs3alf6
3432,CaB4O7 crystal structure
4147,chloride homopolymer surface tension
4343,Co0.72Fe0.28 crystal structure
17992,Zr-Ta
7737,Ferrous alloys spittel
18973,CrI3
15756,Ta3P crystal structure
14150,rbsrF3
3268,C5H11BrO
2084,apple
7329,Fe-C phase diagram
1890,AlGaN GaN
20705,Sc2Co
4552,consolidated aluminum(iii) oxide
15327,sr2ruo4
11706,n-butylamine
17337,WS2 1T
5947,Cu10Hf7
17229,W2N
3000,BiVO4
9937,"Landolt-Börnstein, IV 4b, 1972, pp. 188–224"
936,"4,4′-Dimercaptostilbene"
9977,large pore zeolite
17901,ZnS Crystal Structure
11843,Na2CrO4
11105,Mn Ni Si
16018,TeO2
8676,Hf-Si-Ta
16869,triphenyl-methanol
18602,Ba-Ag
11657,MoSiN
9665,La Si Ge
6838,England
11419,Mo Ni B phase diagram
3988,CeNiSnH
14226,Reoxygenation Modulates the Adverse Effects of Hypoxia on Wound Repair
1234,Ag-Cu-Ti
17819,ZN16V
15106,Sn-Ztr
3164,C-Ti
4436,Cobalt – Copper – Samarium
8063,Gasn
14597,ScRhSi
6653,DyCo5
15904,Tb5Sn3
17890,ZnP2
19443,Li2SiS3
14124,rbmnBr3
3274,C60K
6139,CuMoO4
